,title,kvadratura,broj_soba,sprat,namjesten,vrsta_grijanja,vrsta_oglasa,adresa,kvadratura_balkona,godina_izgradnje,vrsta_poda,balkon,blindirana_vrata,internet,kablovska_tv,kanalizacija,klima,lift,novogradnja,struja,voda,tel_prikljucak,datum_objave,primarna_orijentacija,uknjizeno_zk,kucni_ljubimci,plin,podrum_tavan,video_nadzor,ostava_spajz,alarm,balkon,nedavno_adaptiran,details
360,"
                                                    LOCUS prodaje: Trosoban stan, Dola, Mejtaš
                                                ",71,Trosoban (3),Prizemlje,Namješten,Centralno (Plin),Prodaja,Dola,,1960-1969,Laminat,,,True,True,True,True,,,True,True,True,09.06.2023,Istok,,,True,,,,,,,"LOCUS šifra: 041L-2023SAgent: Elvedina Ganibegović, 061/163-238E-mail: elvedina@locus.baŽelite saznati više o ovoj nekretnini? Za više fotografija i dodatne informacije posjetite: https://www.locus.ba/search/listing/5998Opis nekretnine:Prodaje se trosoban stan uknjižene površine 71m2 na prizemlju (u stvarnosti visina prvog sprata) stambene zgrade na izuzetno atraktivnoj lokaciji u ul. Dola, naselje Mejtaš, Opština Centar.Stambena zgrada je izgrađena 1960. godine sastoji se od ukupno dva sprata.Stan je u proteklim godinama djelimično adaptiran, te redovno i uredno održavan.Stambena jedinica se sastoji od dnevnog boravka, dvije spavaće sobe, kuhinje sa trpezarijom, kupatila i predsoblja.Obzirom na povoljnu orjentaciju stan je osunčan tokom većeg dijela dana.Sami centar grada (ul. Maršala Tita, Vječna vatra, Centralna banka, itd.) je udaljen samo cca. 350 metara.U radijusu od samo nekoliko koraka su dostupni osnovni sadržaji kao što su osnovna škola, Srednja medicinska škola, samoposluga Hoše komerc, ugostiteljski objekti, taxi stajalište, pekara, frizerski salon, itd.Obzirom na unikatnu mikrolokaciju i blizinu svih kulturno historijskih sadržaja ova nekretnina zasigurno predstavlja i odličnu priliku za investiciju koja bi kroz kratkoročni ili dugoročni najam obezbijedila kvalitetan povrat uloženih sredstava.Idealna spratnost, izuzetna mikrolkacija, blizina apsolutno svih sadržaja, istočna orjentacija itd. su samo neke od karakteristika koje ovu nekretninu čine odličnom prilikom za život višečlane porodice.Za posjetu ovoj nekretnini pozovite Vašeg LOCUS agenta: 061/163-238 ili VIBER/ WhatsApp/ IMO +38761163238.Lokacija: Predmetna nekretnina se nalazi na prizemlju manje stambene zgrade u ulici Dola, naselje Mejtaš, Opština Centar.Sami centar grada, kao i apsolutno svi sadržaji potrebni za ugodan život budućeg vlasnika udaljeni su cca. 350 metara od predmetne nekretnine (ul. Maršala Tita, Vječna vatra, Centralna banka), stanica javnog gradskog saobraćaja, itd.Također, na samo nekoliko koraka smješteni su sadržaji kao što su Osnovna škola Silvije Strahimir Kranjčević, Srednja medicinska škola, Srednja trgovačka škola, dječiji vrtić, mnogobrojni ugostiteljski i trgovački objekti, taxi stajalište, frizerski salon, pekara, itd.Sadržaj:Dnevni boravak, dvije spavaće sobe, kuhinja sa trpezarijom, kupatilo i predsoblje.Standard:Plinsko etažno grijanje. Drvena vanjska i unutrašnja stolarija. Laminat u svim prostorijama. Keramičke pločice u kupatilu. Priključci za telefon, kablovsku TV i internet. Klima uređaj.NAPOMENA:Navedena tražena cijena predstavlja preporučenu cijenu za predmetnu nekretninu. Vlasnik nekretnine zadržava pravo da u svakom trenutku do pismenog zaključenja Rezervacije, Predugovora, Ugovora o zakupu ili Ugovora o kupoprodaji nekretnine prihvati cijenu koja može biti niža, ista ili viša od preporučene, ponuđenu od strane kupca/zakupca kojeg vlasnik odabere uz posredovanje agencije.LOCUS Nekretnine d.o.o ne preuzima nikakvu odgovornost za moguća odstupanja od zemljišnoknjižnih podataka i katastarskih podataka sa stvarnom situacijom nekretnine na terenu. Kupac se upućuje da izvrši detaljnu provjeru svih zemljišnoknjižnih podataka, katastarskih podataka i stvarne situacije nekretnine te da se posavjetuje sa notarom, kojeg odabere za zaključenje kupoprodajnog ugovora.Agencija LOCUS Nekretnine d.o.o. je upisana u Registar posrednika kod Federalnog ministarstva trgovine pod registarskim brojem 27/2023. ﻿Planirate prodaju Vaše nekretnine? Kontaktirajte nas i uvjerite se da smo najbrži i najefikasniji: +387 33 214 441"
361,"
                                                    STAN - ILIDŽA PEJTON
                                                ",52,Dvosoban (2),2,Namješten,Struja,Prodaja,Bosanskih gazija 27,4.5,1980-1989,Parket,True,True,True,True,True,,,,True,True,True,28.01.2023,,True,,,True,,True,,True,,                                                - PRODAJE SE STAN NA ILIDŽI U NASELJU PEJTON - 
362,"
                                                    Stan kod Centralne banke BiH
                                                ",94,Trosoban (3),3,Namješten,Plin,Prodaja,Pruščakova,,,Laminat,,True,True,True,True,,,,True,True,True,16.06.2023,,True,,,,,,,,True,"Tražite odličnu za priliku investiciju ili želite živjeti samom centru grada?Na pravom ste mjestu!Prodaje se trosoban stan u samom centru grada, ulica Pruškačova, na udaljenosti od samo stotinjak metara od Centralne banke Bosne i Hercegovine.OPISStan se nalazi na drugom spratu zgrade koja ima tri sprata.Površina stana je 93,72 m2 od čega:Dnevni boravak – 15,96 m2Trpezarije – 6,60 m2Kupatilo – 6,97 m2Hodnik – 7,68 m2Spavaća soba 1 – 27,17 m2Spavača soba 2 – 23,61 m2Kuhinja - 6,23 m2Terasa – 1,50 m2Stan posjeduje i podrum površine 10 m2.STANDARDStan je kompletno adaptiran 2014. godine. Posjeduje sve komunalne priključke. Grijanje je na plin. Pod je laminat. Uredno i uknjiženo vlasništvo 1/1.LOKACIJAStan se nalazi na atraktivnoj lokaciji u centru grada, u neposrednoj blizini Centralne banke, ulice Maršala Tita i svih potrebnih sadržaja. Zbog svoje lokacije i prostranosti odlična je prilika za investiciju, te bi novi vlasnik mogao napraviti dva apartmana za izdavanje turistima. Stan je također, pogodan za advokatski ured, agenciju, sjedište firme i slično.Tražena cijena je 564.000 KM. Postoji mogućnost i zamjene za manji stan uz doplatu.Za sve informacije i razgledanje nekretnine 061/818-937 (Viber i WhatsApp).Broj licence: 01-01.1- 484/22.Posrednik je upisan u Registar posrednika Ministarstva trgovine FBiH pod registarskim brojem 67/2023."
363,"
                                                    Stan Sarajevo - Alipasino
                                                ",58,Trosoban (3),Visoko prizemlje,Namješten,Centralno (gradsko),Prodaja,Geteova,,,,,,,,True,,,,True,True,True,16.06.2023,,True,,,,,,,,,"Prodaje se stan na Alipasinom polju,u ul. Geteova.Isti je smjesten na visokom prizemlju,a sastoji se od spavace sobe,dnevnog boravka,trpezarije s kuhinjom,kupatila,hodnika,toaleta i ostave. Ukupna uknjizena povrsina 58 m2 + balkon.
Stan je u izvornom stanju,djelimicno adaptiran.
Sve informacije u pp"
364,"
                                                    Stan 100 m2 renoviran Vogošća
                                                ",100,Trosoban (3),3,Namješten,Centralno (Plin),Prodaja,Jošanička,4,2020+,Parket,True,True,True,True,True,True,,,True,True,True,24.01.2022,Jugoistok,True,False,True,,,True,True,True,True,"Prodaje se stan dvoetažni 100 m2 nadogradnja III sprat u Vogošći ul. Jošanička. Stan ima vlastito etažno plinsko grijanje, klimu, kamin,blindo vrata, jakuzzi kadu,vrlo lijepo i moderno opremljen i prodaje se sa kompletnom opremom i ugradbenom kuhinjom i plakarima. Info mob 061142704 "
365,"
                                                    Velešići/Trosoban stan 75 m2 sa terasom/Novo Sarajevo
                                                ",75,Trosoban (3),2,Namješten,Plin,Prodaja,Muhameda Efendije Pandže 387,5,1980-1989,Parket,True,True,True,True,True,,,,True,True,True,21.12.2022,,True,False,True,,,True,,True,,"Prodaje se kompetno adaptiran i namješten trosoban stan uknjižene površine 75m2 smješten na drugom spratu zgrade, u ulici Muhameda ef. Pandže, naselje Velešići. Udaljen 2km od Marijin Dvora i BBI centra.Stan je adaptiran, te je tom prilikom urađena nova PVC stolarija, sanitarije i keramika. Promijenjena je kuhinja i stavljena nova, uradjeni su američki plakari. Vanjske roletne na prozorima.Stan se sastoji od: dnevnog boravka, dvije spavaće sobe, kuhinje, kupatila, dva hodnika, terase i ostave.LOKACIJA Stan se nalazi na drugom spratu zgrade, u ulici Muhameda ef. Pandže, naselje Velešići.Naselje je izuzetno mirno i sama zgrada je okružena sa mnoštvom uređenih zelenih površina. Dostupnost javnog gradskog saobraćaja uveliko olakšava svakodnevni život. Na samo 10 minuta hoda se nalazi tržni centar ''Penny'', zatim pošta, apoteke i druge trgovačke radnje. Besplatan i prostran parking ispred zgrade znatno olakšava življenje na ovoj lokaciji.STANDARD Plinsko etažno grijanje. Vanjska stolarija PVC. Unutrašnja drvena stolarija. Parket i keramika. Blindirana ulazna vrata. Internet. Kablovska TV."
366,"
                                                    Kvart|Stan Sarajevo -  Čengić Vila 53m2
                                                ",52,Dvosoban (2),3,Namješten,Centralno (gradsko),Prodaja,Gradačačka,3,1970-1979,Parket,True,True,True,True,True,,,,True,True,True,12.06.2023,Jugozapad,True,False,True,True,,True,,True,,"Kvart izdvaja iz svoje ponude dvosoban stan površine 53m2 na trećem spratu stambene zgrade bez lifta u ulici Gradčačka, na Čengić Vili. Stan je dvostrano orijentisan i nedavno je renoviran, uključujući i novu vanjsku stolariju sa komarnicima, parket, kuhinju, spavaću sobu, kao i nova protuprovalna i protupožarna vrata. Bitno je istaći da se nekretnina prodaje kompletno namještena.Stan ima balkon i špajz, a iz kuhinje i trpezarije se izlazi na balkon. Raspored prostorija je vrlo funkcionalan, s pristupom iz predsoblja. Sastoji se od hodnika, dnevnog boravka, kuhinje s trpezarijom i izlazom na balkon, jedne spavaće sobe i kupatila.Lokacija stana je izuzetno povoljna, u blizini se nalazi osnovna škola, obdanište, ambulanta i tržni centar Otoka. Također, ispred samog objekta ima dovoljno parking mjesta, što će budućem kupcu omogućiti lako parkiranje osobnog automobila.Navedene karakteristike stana čine ga atraktivnom nekretninom s dobrim rasporedom prostorija, renoviranim interijerom i povoljnom lokacijom.Agent: ZlatanTel: +387 62/180-107Email: zlatan@kvart.baKvart nekretnine d.o.o. SarajevoJosipa Štadlera 6"
367,"
                                                    Luksuzan trosoban stan kod Pionirske doline
                                                ",62,Trosoban (3),2,Namješten,Plin,Prodaja,Nahorevska 136B,6,2010+,Parket,True,True,True,True,True,True,True,True,True,True,True,08.03.2023,sjeverozapad,True,,,True,True,True,,True,True,"Prodajemo luksuzni stan sa namještajem na adresi Nahorevska 136b, koji se nalazi na drugom spratu zgrade sa liftom. Stan se prostire na 62 kvadratna metra, ali je svaki kvadrat savršeno iskorišten, što daje utisak da je stan veći nego što zapravo jeste. Sastoji se od 2 spavaće sobe, velikog dnevnog boravka, kuhinje sa trpezarijom, jednim kupatilom i terasom. Stan je opremljen vrhunskim namještajem i prodaje se sa svim stvarima. Jedna od glavnih prednosti ovog stana je terasa sa koje se pruža predivan pogled na okolinu. Ovo je savršeno mjesto za uživanje u sunčanim danima. Lokacija stana je izuzetno povoljna, u blizini su škole, vrtići, prodavnice, restorani i drugi sadržaji. Ovaj stan predstavlja odličnu priliku za one koji traže udoban i moderno uređen stan u gradu. Stan je veoma stilski uređen i savršena je prilika za sve potencijalne kupce koji vole urban interijer. Za više informacija i dogovor za razgledanje stana, molimo Vas da nas kontaktirate na broj 0603232351. Vaš up10estate tim !"
368,"
                                                    PROSTOR prodaje: trosoban stan, 60m2, Stup, Ilidža
                                                ",60,Trosoban (3),3,Namješten,Plin,Prodaja,Pijačna,,,Laminat,True,,True,True,True,,True,,True,True,,15.06.2023,Jug,,,True,,,,,True,,"PROSTOR šifra: 033p/2023 NGAgent: Irma Grabovica, 062/993-297E-mail:irma@prostor.baŽelite saznati više o ovoj nekretnini? Za više fotografija i dodatne informacije posjetite: https://prostor.ba/prodaja/stan/stup/11538OPIS NEKRETNINEPROSTOR Vam izdaje fiskalni račun za svaku uslugu! Vaša sigurnost je naša obaveza!Prodaje se trosoban stan uknjižene površine 60m2 na trećem spratu stambene zgrade, ulica Pijačna, naselje Stup. Zgrada u kojoj se nekretnina nalazi je izgrađena 2009. godine i ima ukupno pet spratova.Prilikom gradnje su korišteni izuzetno kvalitetni materijali, a stambene jedinice imaju individualne mjerače potrošnje za energente. Stan ima veoma dobar raspored i pristup svim prostorijama iz ulaznog predsoblja. Sadrži dnevni boravak, dvije spavaće sobe, kuhinju sa trpezarijom, kupatilo, predsoblje i balkon.Obzirom da se nekretnina nalazi u zgradi novije gradnje, posjeduje slijedeće pogodnosti i karakteristike:- kvalitetna vanjska PVC stolarija,- plinsko etažno grijanje sa plinskim bojlerom,- protuprovalna ulazna vrata,- automatski osigurači i klima uređajBitno je napomenuti da sav namještaj i bijela tehnika u stanu ostaje budućim vlasnicima.Stan se redovno i uredno održavao.Ispred zgrade se nalazi zajednički parking prostor za stanare zgrade sa pokretnom rampom.Istaknute odlike nekretnine su odlična spratnost i dvostrana orijentacija (Jug-Istok) koja čini stan svijetlim i ugodnim za boravak.LOKACIJA  Stan se nalazi na trećem spratu stambene zgrade novije gradnje u ulici Pijačna, naselje Stup, u blizini glavne gradske saobraćajnice.Zgrada u kojoj se predmetna nekretnina nalazi je okružena mnoštvom lijepo uređenih površina, a sama lokacija je atraktivna zbog blizine sadržaja koji doprinose kvaliteti življenja, te se u radijusu od 600 metara nalaze: supermarketi, pijaca, teretana, apoteka, mnogobrojni ugostiteljski objekti i trgovačke radnje.Lokacija je dobro uvezana cestovnim i tramvajskim saobraćajem sa ostalim dijelovima grada.SADRŽAJ Stan sadrži dnevni boravak, dvije spavaće sobe, kuhinju sa trpezarijom, kupatilo, predsoblje i balkon.STANDARD Plinsko etažno grijanje.Aluminijski radijatori. Vanjska PVC stolarija sa vanjskim alu roletnama. Unutrašnja drvena stolarija. Lamelni parket u dnevnom boravku i spavaćim sobama. Keramičke pločice u kuhinji, kupatilu, predsoblju i balkonu. Interfon. Kablovska TV. Automatski osigurači. Blindo vrata. Lift.Klima uređaj. Namještaj.FINANSIRANJE putem ugovora o saradnji sa većinom vodećih banaka u mogućnosti smo da Vam ponudimo u svakom trenutku najpovoljnije uslove finansiranja kupovine nekretnina na tržištu. Zašto plaćati veću kamatu nego što to morate i zašto trošiti Vaše vrijeme na obilaženje banaka, kada naš agent to može obaviti za Vas brzo i efikasno. Ova usluga je potpuno besplatna za Vas bilo da kupujete nekretninu iz naše ponude ili na neki drugi način! Niste se još odlučili koja je nekretnina prava za Vas, a znate da trebate finansiranje? Kontaktirajte već danas jednog od naših agenata kako bi provjerili koja banka je spremna da Vas finansira po najboljim uvjetima i do kojeg maksimalnog iznosa!NAPOMENA navedena tražena cijena predstavlja preporučenu cijenu za predmetnu nekretninu. Vlasnik nekretnine zadržava pravo da u svakom trenutku do pismenog zaključenja Rezervacije, Predugovora, Ugovora o zakupu ili Ugovora o kupoprodaji nekretnine prihvati cijenu koja može biti niža, ista ili viša od preporučene, ponuđenu od strane kupca/zakupca kojeg vlasnik odabere uz posredovanje agencije. Prodajete ili iznajmljujete Vašu nekretninu ? Iza nas stoji hiljade realizovanih transakcija i hiljade zadovoljnih klijenata. Postanite dio uspješne priče. Kontaktirajte nas danas: 033 570-555"
369,"
                                                    Trosoban stan Novi Grad 78m2 Alipašino Polje
                                                ",78,Trosoban (3),9,Namješten,Centralno (gradsko),Prodaja,Nerkeza Smailagića,,1980-1989,Parket,,True,True,True,True,,True,,True,True,True,15.05.2023,Jugoistok,True,False,,,,True,,,True,"SIGENX prodaje  trosoban useljiv stan, ulica Nerkeza Smajlagića, naselje Alipašino Polje, B-faza, općina Novi Grad. Navedena nekretnina se nalazi na 9.spratu stambene zgrade sa dva lifta i ukupne je površine 78m2. Prostorije koje čine stan su: ulazni hodnik, dnevni boravak, kuhinja,trepezarija, 2x spavaće sobe i kupatilo. Dvostrano orijentisan stan, sunčan tokom čitavog dana.Nekretnina je odmah useljiva,sve instalacije su ispravne i nema potrebe za velikim ulaganjima. Vanjska stolarija je drvena u svim prostorijama, podovi su brušeni i lakirani,kupatilo je već jednom renovirano,grijanje je centralno gradsko- toplane.Unutrašnja stolarija je  drvena, postavljna blindirana vrata, veliki broj ugradbenih plakara po mjeri. Boravak u stanu je izuzetno miran i ugodan, tome doprinosi izolovanost od saobraćajnice, prelijep otvoren pogled, orijentacija i spratnost. Stambena zgrada je uredna i redovno se održava, posjeduje predulaze koji se zaključavaju, u okolini zgrade nalazi se javni parking prostor, u neposrednoj blizini nalazi se garaža gdje je moguće zakupiti parking mjesto. Lokacijski odlično pozicioniran u naselju koje je s razlogom sve više atraktivno na tržištu nekretnina jer ispunjava sve uvjete za lagodan i miran život. Gradski saobraćaj, šetalište, tržni centar, zelene površine, vjerski objekti, restorani, škola, obdanište, sportska igrališta, ambulanta sve u krugu od 500m. Smatramo nekretninu odličnom ponudom za mladni bračni par koji počinje sa svojom prvom nekretninom. Stan je moguće pogledati svakog dana uz prethodni dogovor sa agentom koji zastupa ovu nekretninu. Agent Munevera +387 62 573 684Cijena: 235.000KM Vlasništvo uredno 1/1.  Prodajete nekretninu? Javite se još danas našoj Agenciji i možda odmah pronađemo kupca za istu ! Za kompletnu ponudu Agencije SIGENX  posjetite našu stranicu ili kontaktirajte nas putem telefona.Ako želite kupiti ili prodati stan i to samo za jedan dan, a da ne napravite kiks dođite u SIGENX. 24 GODINE SA VAMA. "
