Unnamed: 0,title,cijena,kvadratura,broj_soba,sprat,namjesten,stanje,vrsta_grijanja,vrsta_oglasa,adresa,kvadratura_balkona,godina_izgradnje,vrsta_poda,balkon,blindirana_vrata,internet,kablovska_tv,kanalizacija,klima,lift,novogradnja,struja,voda,tel_prikljucak,datum_objave,primarna_orijentacija,uknjizeno_zk,kucni_ljubimci,plin,podrum_tavan,video_nadzor,ostava_spajz,alarm,balkon.1,nedavno_adaptiran,details
186,"
                                                    NOVOGRADNJA: Dvosoban stan 50 m2, Stari Grad
                                                ",Na upit,50.0,Dvosoban (2),Suteren,Nenamješten,,Centralno (Plin),Prodaja,Mihrivode,5.0,2020+,Parket,True,True,True,True,True,True,True,True,True,True,True,28.10.2022,Jugozapad,,,True,,True,True,,True,,"NOVOGRADNJA, Stari GradCITY DESIGN+387 61 012 142cdnekretnine@outlook.com Opis nekretnine:Stan 3 - 50 m2Po strukturi dvosoban stan ( suteren ) koji se sastoji od ulaznog hodnika, dnevnog boravka sa trpazarijom i izlazom na balkon, dvije spavace sobe, kupatila i ostave. Zbog pozicije stambene zgrade i terena, suteren izgleda kao prvi sprat.U fotografijama su postavljene skice zgrade sa oznacenom spratnoscu i pozicijom stanova.Standard:Ulazna vrata: blindoGrijanje: plinsko etaznoVanjska stolarija: PVCUnutrasnja stolarija: drvoPodne obloge: parket i keramicke plocicePrikljucci i instalacije: interfon, internet, kablovska tv, klimaVanjsko parking mjesto je predmet prodaje ( 10.000 KM sa PDV-om ). U sklopu zgrade planirana je i izgradnja dvoetažnog vrtića ukupne površine 400 m2. Finansiranje:Pogodnost za potencijalne kupce je i mogućnost finansiranja i kupovine stanova preko kreditnih linija.Izdvajamo SPARKASSE BANKKupcima je ostavljena i mogućnost odloženog plaćanja po fazama gradnje uz učešće od 20 %. Lokacija:Stambena zgrada se nalazi u Opštini Stari Grad, naselje Mihrivode. Mirno okruženje sa panoramskim pogledom na Sarajevo, neposredna blizina stare jezgre grada, Baščaršije, javnog gradskog prevoza, osnove škole, vrtića, supermarketa, poslovno - prodajnih i ugostiteljskih objekata, BH Pošte, banke i ostalih sadržaja. Za sve detaljnije informacije, molimo Vas da kontaktirate agenta prodaje."
187,"
                                                    NOVOGRADNJA: Dvosoban stan 51 m2, Stari Grad
                                                ",Na upit,51.0,Dvosoban (2),1,Nenamješten,,Centralno (Plin),Prodaja,,5.0,2020+,Parket,True,True,,True,True,True,True,True,True,True,True,28.10.2022,,,,True,,,True,,True,,"NOVOGRADNJA, Stari GradCITY DESIGN+387 61 012 142cdnekretnine@outlook.com Opis nekretnine:Stan 3 - 51 m2Po strukturi dvosoban stan ( 1.sprat ) koji se sastoji od ulaznog hodnika, dnevnog boravka sa trpazarijom i izlazom na balkon, dvije spavace sobe, kupatila i ostave. Zbog pozicije stambene zgrade i terena, 1.sprat izgleda kao treci sprat.U fotografijama su postavljene skice zgrade sa oznacenom spratnoscu i pozicijom stanova.Standard:Ulazna vrata: blindoGrijanje: plinsko etaznoVanjska stolarija: PVCUnutrasnja stolarija: drvoPodne obloge: parket i keramicke plocicePrikljucci i instalacije: interfon, internet, kablovska tv, klimaVanjsko parking mjesto je predmet prodaje ( 10.000 KM sa PDV-om ). U sklopu zgrade planirana je i izgradnja dvoetažnog vrtića ukupne površine 400 m2. Finansiranje:Pogodnost za potencijalne kupce je i mogućnost finansiranja i kupovine stanova preko kreditnih linija.Izdvajamo SPARKASSE BANKKupcima je ostavljena i mogućnost odloženog plaćanja po fazama gradnje uz učešće od 20 %. Lokacija:Stambena zgrada se nalazi u Opštini Stari Grad, naselje Mihrivode. Mirno okruženje sa panoramskim pogledom na Sarajevo, neposredna blizina stare jezgre grada, Baščaršije, javnog gradskog prevoza, osnove škole, vrtića, supermarketa, poslovno - prodajnih i ugostiteljskih objekata, BH Pošte, banke i ostalih sadržaja. Za sve detaljnije informacije, molimo Vas da kontaktirate agenta prodaje."
188,"
                                                    NOVOGRADNJA: Cetverosoban stan 78.47m2, Stari Grad
                                                ",Na upit,78.5,Četverosoban (4),1,Nenamješten,,Centralno (Plin),Prodaja,Mihrivode,5.0,2020+,Parket,True,True,True,True,True,True,True,True,True,True,True,28.10.2022,Jugozapad,,,True,,,,,True,,"NOVOGRADNJA, Stari GradCITY DESIGN+387 61 012 142cdnekretnine@outlook.com Opis nekretnine:Stan 1 - 78.47 m2Po strukturi cetverosoban stan ( 1.sprat ) koji se sastoji od ulaznog hodnika, dnevnog boravka sa trpazarijom i izlazom na balkon, degazmana, tri spavace sobe, kupatila i toaleta. Zbog pozicije stambene zgrade i terena, 1.sprat izgleda kao treci sprat.U fotografijama su postavljene skice zgrade sa oznacenom spratnoscu i pozicijom stanova.Standard:Ulazna vrata: blindoGrijanje: plinsko etaznoVanjska stolarija: PVCUnutrasnja stolarija: drvoPodne obloge: parket i keramicke plocicePrikljucci i instalacije: interfon, internet, kablovska tv, klimaVanjsko parking mjesto je predmet prodaje ( 10.000 KM sa PDV-om ). U sklopu zgrade planirana je i izgradnja dvoetažnog vrtića ukupne površine 400 m2. Finansiranje:Pogodnost za potencijalne kupce je i mogućnost finansiranja i kupovine stanova preko kreditnih linija.Izdvajamo SPARKASSE BANKKupcima je ostavljena i mogućnost odloženog plaćanja po fazama gradnje uz učešće od 20 %. Lokacija:Stambena zgrada se nalazi u Opštini Stari Grad, naselje Mihrivode. Mirno okruženje sa panoramskim pogledom na Sarajevo, neposredna blizina stare jezgre grada, Baščaršije, javnog gradskog prevoza, osnove škole, vrtića, supermarketa, poslovno - prodajnih i ugostiteljskih objekata, BH Pošte, banke i ostalih sadržaja. Za sve detaljnije informacije, molimo Vas da kontaktirate agenta prodaje."
189,"
                                                    NOVOGRADNJA: Trosoban stan 78 m2, Stari Grad
                                                ",Na upit,78.0,Trosoban (3),Suteren,Nenamješten,,Centralno (Plin),Prodaja,Mihrivode,5.0,2020+,Parket,True,True,True,True,True,True,True,True,True,True,True,27.10.2022,Jugozapad,,,True,,,True,,True,,"NOVOGRADNJA, Stari GradCITY DESIGN+387 61 012 142cdnekretnine@outlook.com Opis nekretnine:Stan 1 - 78 m2Po strukturi trosoban stan ( suteren ) koji se sastoji od ulaznog hodnika, dnevnog boravka sa trpazarijom i izlazom na balkon, degazmana, dvije spavace sobe, kupatila i  dva toaleta. Zbog pozicije stambene zgrade i terena, suteren izgleda kao prvi sprat.U fotografijama su postavljene skice zgrade sa oznacenom spratnoscu i pozicijom stanova.Standard:Ulazna vrata: blindoGrijanje: plinsko etaznoVanjska stolarija: PVCUnutrasnja stolarija: drvoPodne obloge: parket i keramicke plocicePrikljucci i instalacije: interfon, internet, kablovska tv, klimaVanjsko parking mjesto je predmet prodaje ( 10.000 KM sa PDV-om ). U sklopu zgrade planirana je i izgradnja dvoetažnog vrtića ukupne površine 400 m2. Finansiranje:Pogodnost za potencijalne kupce je i mogućnost finansiranja i kupovine stanova preko kreditnih linija.Izdvajamo SPARKASSE BANKKupcima je ostavljena i mogućnost odloženog plaćanja po fazama gradnje uz učešće od 20 %. Lokacija:Stambena zgrada se nalazi u Opštini Stari Grad, naselje Mihrivode. Mirno okruženje sa panoramskim pogledom na Sarajevo, neposredna blizina stare jezgre grada, Baščaršije, javnog gradskog prevoza, osnove škole, vrtića, supermarketa, poslovno - prodajnih i ugostiteljskih objekata, BH Pošte, banke i ostalih sadržaja. Za sve detaljnije informacije, molimo Vas da kontaktirate agenta prodaje."
190,"
                                                    MY SPACE/ Stan/ Novi Grad/ RENOVIRAN/ 48m2
                                                ",135.000 KM,48.0,Dvosoban (2),Visoko prizemlje,Nenamješten,Renoviran,Centralno (Kotlovnica),Prodaja,Rajlovačka cesta,,,Laminat,,True,True,True,True,,,,True,True,True,08.03.2023,,True,,,,,,,,True,"""MY SPACE"" Nekretnine prodaju stan u Sarajevu, općina Novi Grad, naselje Rajlovac, u ulici Rajlovačka cestaStan je površine 48m2 i nalazi se na visokom prizemlju u manjoj stambenoj zgradi. Po strukturi stan je dvoiposoban. Sastoji se iz hodnika, dnevnog boravka sa kuhinjom i trpezarijom, spavaće sobe, manje dječije sobe sa izlazom na balkon i kupatila. Stan je kompletno renoviran. Vanjska stolarija je PVC sa gelenderima. Unutrašnja stolarija je drvena. Grijanje je centralno - vlastita kotlovnica. Pod je laminat i keramika. Ulazna vrata su blindirana. Za više informacija posjetite link: https://www.nekretnine-myspace.com/nekretnine/dvoiposoban-renoviran-stan-novi-grad-48m2-13482/Cijena stana je 135.000 KMSve informacije možete dobiti na slijedeće brojeve telefona:+387 62 599 172+387 66 499 822http://www.nekretnine-myspace.comMY SPACE NekretnineMis Irbina br. 2271000 Sarajevo"
191,"
                                                    MY SPACE/ Stan/ Marijin Dvor/ 46 (50) m2
                                                ",300.000 KM,46.0,Dvosoban (2),2,Nenamješten,Dobro stanje,Centralno (Plin),Prodaja,Kralja Tvrtka,,,Parket,,,True,True,True,,True,,True,True,True,14.06.2023,Jug,True,,True,,,,,,,"""MY SPACE"" Nekretnine prodaju dvosoban stan u Sarajevu, općina Centar, naselje Marijin Dvor u ulici Kralja Tvrtka.Stan je površine 46 m2 po ZK izvatku a stvarnih 50 m2 dobijenih pretvaranjem balkona u stambeni dio i nalazi se na II spratu stambene zgrade. Po strukturi je dvosoban.Sastoji se od hodnika, dnevnog boravka koji je proširen zatvaranjem balkona, kuhinje iz koje se ide u spavaću sobu i kupatila. Vanjska stolarija je PVC, unutrašnja stolarija je drvena. Pod je parket i keramika. Grijanje je etažno plinsko. Stan se nalazi na odličnoj lokaciji u neposrednoj blizini nalaze se tržni centri SCC, ALTA, Vilsonovo šetalište, kao i mnogi drugi neophodni sadržaji.Više informacija možete dobiti na linku: https://www.nekretnine-myspace.com/nekretnine/dvosoban-stan-marijin-dvor-4650-m2-13580/Cijena stana je 300.000 KM.Sve informacije možete dobiti na slijedeće brojeve telefona:+387 62 599 172+387 66 499 822www.nekretnine-myspace.com MY SPACE NekretnineRegistarski broj posrednika 02/2022Mis Irbina br. 2271000 Sarajevo"
192,"
                                                    MY SPACE/ Stan/ Aerodromsko naselje/ RENOVIRAN 81(89)m2
                                                ",265.000 KM,81.0,Četverosoban (4),1,Nenamješten,Renoviran,Struja,Prodaja,Andreja Andrejevića,,,Laminat,True,True,True,True,True,,,,True,True,True,22.02.2023,,True,,,True,,,,True,True,"""MY SPACE"" Nekretnine prodaju četverosoban stan u Sarajevu, općina Novi Grad, naselje Aerodromsko  u ulici Andreja Andrejevića.Stan je površine 81 m2 po ZK izvatku a stvarnih 89 m2 i nalazi se na I spratu stambene zgrade bez lifta. Po strukturi je četverosoban.Sastoji se iz hodnika, dnevnog boravka, kuhinje sa trpezarijom i izlazom na veliki balkon, ostave, tri spavaće sobe od kojih jedna ima izlaz na ustakljen balkon i kupatila. Vanjska i unutrašnja stolarija su drvene. Pod je laminat i keramika. Grijanje je na struju (termo blok) razvedeno. Ulazna vrata su blindirana. Stan je renovirsn tako da nema većih ulaganja.Posjeduje tri suterenske prostorije koje se uz malo ulaganja mogu pretvoriti u stambeno/poslovni prostor. U zgradi je mali broj stanova te je mirno i ugodno za život. Nalazi se na lijepoj lokaciji u blizini brojnih marketa, javnog prijevoza, aerodroma...Više informacija možete dobiti na linku: https://www.nekretnine-myspace.com/nekretnine/cetverosoban-renoviran-stan-aerodromsko-naselje-8189m2-5/Cijena stana je 265.000 KM.Sve informacije možete dobiti na slijedeće brojeve telefona:+387 62 772 336+387 66 499 822www.nekretnine-myspace.comMY SPACE d.o.o.Mis Irbina br. 2271000 Sarajevo"
193,"
                                                    MY SPACE/ Stan sa garazom u kuci/ Hrasno brdo/ 62 m2
                                                ",160.000 KM,62.0,Trosoban (3),1,Nenamješten,,Centralno (Plin),Prodaja,Triglavska,,,Parket,,,True,True,True,,,,True,True,True,23.02.2023,,True,,True,,,,,,,"""MY SPACE"" Nekretnine prodaju stan u kući u Sarajevu, općina Novo Sarajevo, naselje Hrasno brdo u ulici Triglavska.Stan je površine 62 m2 i nalazi se na I spratu kuće. Po strukturi je trosoban.Sastoji se iz hodnika, dnevnog boravka, kuhinje sa trpezarijom, dvije spavaće sobe i kupatila. Vanjska stolarija je PVC, unutrašnja stolarija je drvena. Pod je parket i keramika. Grijanje je plinsko. Stan je etažiran i ima odvojen ulaz. U prizemlju se nalazi još jedan stan. U suterenu se nalazi ostava površine 23 m2.Kupovinom stana dobija se polovina žemljišta površine 104,5 m2 i polovina dvorišta površine 46 m2.Više informacija možete dobiti na linku: https://www.nekretnine-myspace.com/nekretnine/stan-u-kuci-sa-garazom-hrasno-brdo-62-m2-13465/Cijena stana sa garažom je 160.000 KM.Sve informacije možete dobiti na slijedeće brojeve telefona:+387 62 599 172+387 66 499 822www.nekretnine-myspace.comMY SPACE d.o.o.Mis Irbina br. 2271000 Sarajevo"
194,"
                                                    MY SPACE/ Stan/ Centar/ Kosevo/ RENOVIRAN/ 75m2
                                                ",335.000 KM,75.0,Trosoban (3),4,Nenamješten,Renoviran,Centralno (gradsko),Prodaja,Patriotske lige,,,Laminat,True,True,True,True,True,,True,,True,True,True,18.03.2023,,True,,,,,True,,True,True,"""MY SPACE"" Nekretnine prodaju trosoban stan u Sarajevu, općina Centar, naselje Koševo u ulici Patriotske lige.Stan je površine 75 m2 i nalazi se na IV spratu stambene zgrade sa liftom. Po strukturi je trosoban.Sastoji se iz hodnika, dnevnog boravka, kuhinje sa trpezarijom i balkonom koji je ustakljen, ostave, dvije spavaće sobe, kupatila i toaleta. Vanjska stolarija je PVC, unutrašnja stolarija je drvena. Pod je laminat i keramika. Grijanje je centralno gradsko. U stanu su uradjene vodo instalacije.Više informacija možete dobiti na linku: https://www.nekretnine-myspace.com/nekretnine/trosoban-renoviran-stan-kosevo-75-m2-13502/ Cijena stana je 335.000 KM.Sve informacije možete dobiti na slijedeće brojeve telefona:+387 66 998 943+387 62 772 006+387 66 499 822http://www.nekretnine-myspace.comMY SPACE d.o.o.Mis Irbina br.2271000 Sarajevo"
195,"
                                                    MY SPACE/ Stan/ Hrasno/ RENOVIRAN/ 76(85) m2
                                                ",329.000 KM,76.0,Trosoban (3),1,Nenamješten,,Centralno (gradsko),Prodaja,Porodice Ribar,,,Parket,,True,True,True,True,,,,True,True,True,30.05.2023,,True,,,,,,,,,"""MY SPACE"" Nekretnine prodaju trosoban stan u Sarajevu, općina Novo Sarajevo, naselje Hrasno u ulici Porodice Ribar.Stan je površine 76 m2 po ZK izvatku + dva balkona koja su pretvorena u stambeni dio. Nalazi se na I spratu stambene zgrade. Po strukturi je trosoban.Sastoji se iz hodnika, dnevnog boravka, trpezarije sa balkonom koji je pretvoren u stambeni dio, kuhinje, dvije spavaće sobe od koji je jedna sa gardaroberom i balkonom koji je takodjer pretvoren u stambeni dio. Vanjska stolarija je PVC, unutrašnja stolarija je drvena. Pod je parket i keramika. Grijanje je centralno gradsko. Ulazna vrata su blindirana. Stan je kompletno renoviran 2010. godine.Više informacija možete dobiti na linku: https://www.nekretnine-myspace.com/nekretnine/trosoban-renoviran-stan-hrasno-7685-m2-13563/Cijena stana je 329.000 KM. Sve informacije možete dobiti na slijedeće brojeve telefona:+387 62 599 172+387 66 499 822www.nekretnine-myspace.com MY SPACE NekretnineRegistarski broj posrednika 02/2022Mis Irbina br. 2271000 Sarajevo"
196,"
                                                    MY SPACE/ Stan/ Centar/ Marsala Tita/ RENOVIRAN/ 123 m2
                                                ",679.000 KM,123.0,Četverosoban (4),1,Nenamješten,Renoviran,Plin,Prodaja,Maršala Tita,0.0,,Parket,True,True,True,True,True,,,,True,True,True,17.02.2023,,True,,True,,,,,True,True,"""MY SPACE"" Nekretnine prodaju četverosoban stan u Sarajevu, općina Centar u ulici Maršala Tita.Stan je površine 123 m2 i nalazi se na I spratu stambene zgrade. Po strukturi je četverosoban.Sastoji se iz hodnika, četiri velike prostorije od kojih tri gledaju na ulicu Maršala Tita, kuhinje sa trpezarijom, kupatila i toaleta. Vanjska stolarija je PVC, unutrašnja stolarija je drvena. Pod je parket i keramika. Grijanje je etažno plinsko. Ulazna vrata su blindirana. Stan je kompletno renoviran i tom prilikom su zamijenjene sve vodovodne i elektro instalacije. Nalazi se na najatraktivnijoj lokaciji u gradu, pored Vječne vatre i na samom početku šetališta Ferhadija.Više informacija možete dobiti na linku: https://www.nekretnine-myspace.com/nekretnine/cetverosoban-renoviran-stan-centar-123-m2-13458/Cijena stana je 679.000 KM.Sve informacije možete dobiti na slijedeće brojeve telefona:+387 62 599 172+387 66 499 822www.nekretnine-myspace.comMY SPACE d.o.o.Mis Irbina br. 2271000 Sarajevo"
197,"
                                                    MY SPACE/ Stan sa garazom/ Soukbunar/ 97 m2
                                                ",215.000 KM,97.0,Petosoban i više,Prizemlje,Nenamješten,Dobro stanje,Plin,Prodaja,Soukbunar,,,Parket,True,,True,,True,,,,True,True,True,14.06.2023,,True,,True,,,True,,True,,"""MY SPACE"" Nekretnine prodaju dupleks stan sa garažom u Sarajevu, općina Centar, naselje Soukbunar u ulici Soukbunar.Stan je dupleks i sastoji se iz četiri etaže ukupne površine 97 m2.I etaža se sastoji od hodika, garaže i ostave.II etaža se sastoji od dnevnog boravka, kuhinje sa trpezarijom i izlazom na baštu i kupatila.III etaža se sastoji od tri spavaće sobe i kupatila.IV etaža se sastoji od jedne velike open space prostorije. Vanjska i unutrašnja stolarija su drvene. Pod je parket i keramika. Grijanje je na plin, struju i čvrsto gorivo. Više informacija možete dobiti na linku: https://www.nekretnine-myspace.com/nekretnine/dupleks-stan-sa-garazom-soukbunar-97-m2-13579/Cijena stana sa garažom i ostavom je 215.000 KM.Sve informacije mozete dobiti na slijedece brojeve telefona:+387 66 998 943+387 62 772 006+387 66 499 822www.nekretnine-myspace.comMY SPACE NekretnineRegistarski broj posrednika 02/2022Mis Irbina br.2271000 Sarajevo"
198,"
                                                    MY SPACE/ Stan sa garazom/ Centar/ Mejtas/ 84 m2
                                                ",499.000 KM,84.0,Četverosoban (4),6,Nenamješten,,Centralno (gradsko),Prodaja,Tina Ujevića,,,Parket,True,True,True,True,True,,True,,True,True,True,02.06.2023,,True,,,,,True,,True,,"""MY SPACE"" Nekretnine prodaju četverosoban stan u Sarajevu, općina Centar, naselje Mejtaš u ulici Tina Ujevića.Stan je površine 84 m2 i nalazi se na VI spratu stambene zgrade sa liftom, koji je ujedno i zadnji sprat. Po strukturi je četverosoban.Sastoji se iz hodnika, dnevnog boravka, kuhinje sa trpezarijom i izlazom na balkon, dvije ostave, tri spavaće sobe i kupatila. Vanjska i unutrašnja stolarija su drvene. Pod je parket, vinas i keramika. Grijanje je centralno gradsko. Ulazna vrata su blindirana. Stan posjeduje i garažno mjesto površine 12 m2 koje se nalazi odmah ispred zgrade. Nalazi se na jako lijepoj i atraktivnoj lokaciji, iznad parkuše, na svega 5 minuta hoda do BBI centra.Više informacija možete dobiti na linku: https://www.nekretnine-myspace.com/nekretnine/cetverosoban-stan-sa-garazom-mejtas-84-m2-13570/Cijena stana sa garažom je 499.000 KM.Sve informacije možete dobiti na slijedeće brojeve telefona:+387 62 772 336+387 66 499 822http://www.nekretnine-myspace.comMY SPACE d.o.o.﻿Registarski broj posrednika 02/2022Mis Irbina br. 2271000 Sarajevo"
