,title,kvadratura,broj_soba,sprat,namjesten,vrsta_grijanja,vrsta_oglasa,adresa,kvadratura_balkona,godina_izgradnje,vrsta_poda,balkon,blindirana_vrata,internet,kablovska_tv,kanalizacija,klima,lift,novogradnja,struja,voda,tel_prikljucak,datum_objave,primarna_orijentacija,uknjizeno_zk,kucni_ljubimci,plin,podrum_tavan,video_nadzor,ostava_spajz,alarm,balkon,nedavno_adaptiran,details
260,"
                                                    Stan Sarajevo - Naselje Bulevar 49.37m2
                                                ",,,,,,,,4.62,2020+,,,True,True,True,True,True,True,True,True,True,,04.04.2023,,,,True,,,,,,,"""NOVOGRADNJA""Useljivo odmah!Na prodaju dvosoban stan od 49,37 m2 u lameli ""C"" naselje Bulevar. Enterijer:Ulazna luksuzna protiprovalna vrataPrvoklasni parket visokog sjaja debljine 14 mm sa bijelim lajsnamaLuksuzna talijanska keramikaTursko kupatilo sa podnim grijanjem Digitalni termostat u dnevnom boravkuLokacija:Lamela ""C"" je poziconirana uz glavnu cestu i tramvajsku prugu na samom ulazu u grad Sarajevo, ulica Džemala Bijedića 279. Kontakt:Za više informacija pišite na mail: igm@igm.ba"
261,"
                                                    Centar-stan u privatnoj kući i zemljište (okucnica)
                                                ",,,,,,,Fadila Jahića Španca 87,8,,Laminat,True,,,,True,,,,True,True,,02.11.2022,,True,,,,,,,True,,"Stan površine 65 m2 plus veliki balkon plus velika veranda ispred ulaznih vrata. Stan ima zaseban ulaz i veliku verandu ispred ulaza koja se vrlo jednostavno moze pregraditi u dodatnu sobu. Kuca se sastoji od prizemlja, prvog i drugog sprata, a svaki sprat cini jedna stambena jedinica odvojenog ulaza (ukupno tri stambene jedinice). Predmet prodaje je stan na prvom spratu kuce (iznad prizemlja, a ispod posljednjeg sprata), a u cijenu je uključena i velika okucnica (zemlja). Stan se sastoji od tri sobe, kuhinje, trpezarije, hodnika, kupatila, velikog balkona i velike verande koja se vrlo lako moze pregraditi u dodatnu sobu. Kvalitetna unutrašnja i vanjska drvena stolarija, u sobama laminat, kupatilo, hodnik i kuhinja pločice. Stan se uz minimalna ulaganja moze dovesti u stanje pogodno za lagodno življenje. Cijena je 99.700,00 KM. U cijenu je uključen predmetni stan u kući (kuća je vlasništvo 1/3) plus 1/3 okucnice (zemljista) od 322 m2. Lokacija: Općina Centar, Blekin potok u neposrednoj blizini trolejbuske stanice Jezero. Također, u blizini se nalaze brojni fakulteti (Medicinski, Arhitektura, Građevina, Stomatologija), Klinički centar, veliki broj vrtića, osnovnih i srednjih škola, Amko itd.Više informacija na broj 061-263-691"
262,"
                                                    Prodaja stan 69 m2 Alipasino polje B
                                                ",,,,,,,Trg Zavnobiha,,,Parket,,,,,,,True,,True,True,True,03.04.2023,,True,,,True,,True,,,,"Trosoban stan ukupne kvadrature 69m2 koji se nalazi na visokom prizemlju, u stanu su ugradjeni novi prozori, nije renoviran ostatak stana."
263,"
                                                    Kvart|Stan, 78 m2, Stari Grad
                                                ",,,,,,,Josipa Štadlera,,Prije 1950,,,True,True,True,True,True,,,True,True,True,24.11.2022,Jugozapad,True,,True,True,,True,,,True,"KVART prodaje četverosoban stan stvarne površine 82,5 m2 (uknjiženo 78 m2) u Starom Gradu u ulici Josipa Štadlera.Stan se nalazi na prvom spratu i četverostrano je orjentisan. Sastoji se od prostranog hodnika, dnevnog boravka, dvije spavaće sobe, radne sobe, kuhinje sa trpezarijom i 2 kupatila od kojih je jedno nedovršeno u roh-bau stanju.
 Stan je adaptiran prije nekoliko godina, i promjenjena je vanjska i ugrađena nova PVC stolarija, potpuno su promijenjene sve elektro i vodo instalacije. U stanu je izlivena AB ploča. 
Zgrada se nalazi u jednom od najljepših dijelova Sarajeva, a obzirom na četverostranu orjentaciju stan je osvjetljen tokom cijelog dana i vrlo ugodan za boravak.
Agent: Zlatan
    
Tel: +387 62 180-107
    
Email: zlatan@kvart.ba
Kvart nekretnine d.o.o. Sarajevo
    
Josipa Štadlera 6
    
"
264,"
                                                    Stan,Vojničko Polje,85m2,sedmi sprat,potkrovlje
                                                ",,,,,,,Hasana Sučeske br.7,0,,,,,,,True,True,True,,True,True,,17.08.2022,,True,,True,,,True,,,,"Agencija Šakić,prodaje stan,Saraj Polje ,Vojničko polje,ulica Hasana Sučeske br.7.
Stan ima 85m2,nalazi se na 7 zadnjem spratu,potkrovlje.
Sastoji se od dvije sobe,ostave,dnevni boravak,odvojena kuhinja,kupatilo.Svaka prostorija ima prozore osim kupatila.Sto se tiče balkona ,on bi se mogao uraditi u jednom djelu dnevnog boravka ,vrlo jednostavno. 
Jako sačuvan i kvalitetan stan,zdrav,bez imalo vlage.Krov je radjen ,odn.svaki stana je sam radio krov ,jer je ovo nadogradnja i sigurno je kvalitetno uradjen ,bez ikakvih propusta.
Jedna strana stana je kosa o namjenski je ugradjena kuhinja i ostali ugradbeni ormari,koji bi isli u cijenu stana,ostalo po dogovoru.
Grijanje centralno,super toplo i dobro grijanje.Trenutno parkiranje ispred zgarde nije dozvoljeno sto se vidi na slikama ,djeca se igraju,ali ima dovoljno mjesta za parkiranje jer je naselje veliko.
Cijena stan je 2000 KM/M2= 170 000 KM
sve dogovore ili pregovore mozete na :
061 748 787
Agencija Šakić
Agent -Sefija Šakić
Sara centar
Ilidža "
265,"
                                                    PENTHOUSE četverosoban, dvije etaže, luksuzno opremljen
                                                ",,,,,,,Nikole Šopa,35,2020+,Parket,True,,True,,True,True,True,True,True,True,,01.02.2018,Jug,True,,True,,,True,True,True,True,"OPIS:
Agencija za nekretnine INTERESA prodaje četverosoban stan (PENTHOUSE ) 134m2, na dvije etaže (6. i 7. sprat) u stambeno poslovnoj zgradi “Izvor” naselje Stup. Nekretnina se sastoji od dvije etaže, prve: dvije sobe, kupatilo, predsoblje, ostava, lođa i druge: dnevni boravk, jedna soba, kuhinjea sa trpezarijom, kupatilo, lođa, terasa. Stan je izuzetno funkcionalan, a zbog pozicije u zgradi i dvostrane orijentiranosti iz svih prostorija pruža se otvoren pogled prema ostalim dijelovima grada. Nekretnina je opremljena sa novom modernom ugradbenom kuhinjom sa svim kuhinjskim elementima, kao i sistemom podnog grijanja sa termo regulacijom zasebno za sve prostorije (na terasi je integrisan sistem zagrijavanja odvodnih cijevi).
Vodeći računa o potrebama stanara u današnjem modernom vremenu, tim arhitekata i građevinskih radnika zajedno sa Investitorom je osmislio savršen ugođaj života u objektu „IZVOR“ što omogućava vrhunski kvalitet gradnje i života. (Termo-fasada , EPS debljine - 10 cm. Dva lifta sa po osam osoba. Plinsko – etažno grijanje. Klimatizirani stanovi. Protuprovalna – protupožarna vrata. Prvoklasni hrastov parket. Vanjska stolarija PVC – Rehau. Moderno opremljena kupatila). Stambeno-poslovni objekat „IZVOR“ je projektovan sa dvije podzemne etaže namijenjenih za garaže ukupnog kapaciteta 294 parking mjesta.
 
LOKACIJA:
Nekretnina se nalazi u ulici Nikole Šopa, u naselju Stup, opština Ilidža. Stambeno-poslovni kompleks „IZVOR” smješten je sa desne strane glavne longitudinalne ulice Sarajevo – Ilidža, Džemala Bijedića. Udaljenost objekta od važnijih putnih komunikacija je: Tramvajska i bus stanica Stup - udaljeni 50 metara, Aerodrom Sarajevo 2 kilometra, Centar grada - Baščaršija udaljena 8 kilometara.
 
STANDARD:
Plinsko etažno podno grijanje. Vanjska PVC – Rehau stolarija. Unutrašnja drvena stolarija. Parket u sobama. Keramičke pločice u kuhinji i kupatilu. Blindo vrata. Klima. Interfon. Lift.
 
 
 
 

INTERESA
        nekretnine
 
 
+387 61 442 448
 
https://interesa.olx.ba/
interesanekretnine@gmail.com
ul. Nedžada Delića, 71.000 Sarajevo
"
266,"
                                                    Stan Sarajevo - Centar 104m2
                                                ",,,,,,,Midhat Karić Mitke 4,8,2010+,Parket,True,True,True,True,True,True,,,True,True,True,22.03.2023,,True,,True,True,,True,,True,,"Naselje Vrtovi sunca iznad Pionirske doline.Trosoban stan 104,4 m2 (lako se može pretvoriti u 4sobni).Sve uknjiženo 1/1.Dvije ostave u prizemlju idu uz stan (2x2m2).U stanu su ugrađena 2 američka plakara i kuhinja sa svim aparatima.Dodatno su ugrađeni el. podizači roletni.Posebno je moguće kupiti veliku garažu za 3 auta (56 m2) - 65.000 KM."
267,"
                                                    Stan Sarajevo - Novi Grad 87m2
                                                ",,,,,,,Vahide Maglajlić,,1980-1989,Parket,True,,True,True,True,,,,True,True,True,18.03.2023,,True,,True,True,,True,,True,,"Stan se sastoji od dnevnog boravka, tri sobe, trpezarije, kuhinje, dva hodnika, dva kupatila, balkona i posebnog izlaza u bastu. Zgrada je okružena zelenilom. Nalazi se u blizini autobuske i trolejbuse stanice.U blizini se nalazi i osnovna škola. "
268,"
                                                    Kvart|Stan, 58 m2, Centar
                                                ",,,,,,,Buka,,Prije 1950,Parket,,True,True,True,True,True,,,True,True,True,20.05.2022,Jug,True,,True,,,True,,,True,"Kvart prodaje stan površine 58m2 u strogom centru grada u ulici Buka, općina Centar, par minuta hoda od Vjecne vatre, od Markale pijace, banki, restorana i sve sto daje ova fenomenalna lokacija.Stambeni prostor je izuzetno funkcionalan i sastoji se od dvije prostrane sobe, plus prostrani dnevni boravak, kuhinja sa trpezarijom, WC, banja sa WC, ulaznog hodnika, ostave, izlaza u zatvoreno dvorište, degažmana.Bitno je naglasiti da je stan renoviran, rađene su nove instalacije, plocice i sanitarije u kuhinji, kompletan WC. Nekretnina se nalazi u izvrsnom stanju, stan je izuzetno svijetao i ugodan za boravak, visoki plafoni, kao i direktan pristup dvorištu koje je mnogo veće i ljepše od bilo koje terase, a u oazi zelenila drveća i hlada. Stan je na lokaciji suterena zgrade, koji ima pristup dvorištu koji se moze koristiti za uzgajanje cvijeća i drugog hobija, kao i prakticno dvorište za djecu!Izuzetno atraktivna lokacija, i blizina svih potrebnih sadržaja kao i gradskog saobraćaja. Idealan za porodicu koja cijeni boravak u centru i dostupnost svim gradskim potrebama, kao i manjim biznisima poput ordinacije, vrtić obzirom na izlaz u zajedničko dvorište, škole stranih jezika, ili kancelarijske prostorije (advokat, notar, knjigovođa ili čak i Airb&b).Za više informacija stojimo vam na raspolaganju!https://kvart.ba/bs/property/stan-buka/Agent: AmelaTel: + 387 61 220-446Email: amela@kvart.baKvart nekretnine d.o.o. SarajevoJosipa Štadlera 6"
269,"
                                                    Kvart|Stan, 53 m2, Ilidža
                                                ",,,,,,,Uglješe Uzelca,6,2020+,Parket,True,True,True,True,True,True,,True,True,True,True,07.11.2022,Jugoistok,True,,,True,True,True,True,True,True,"Kvart prodaje moderan stan ukupne površine 53m2 na prvom spratu novogradnje u ulici Uglješe Uzelca, naselje Doglodi. Stambeni prostor se sastoji od ulaznog hodnika, dnevnog boravka iz kojeg se izlazi na balkon, kuhinje sa trpezarijom, kupaonice, i jedne spavaće sobe. Stan je kompletno opremljen sa modernim namještajem i svim tehničkim uređajima. Ispred zgrade se nalaze obilježena parking mjesta namijenjena stanarima zgrade.Stan se prodaje kompletno namješten po principu ključ u ruke, a postoji mogućnost kupovine i bez namještaja.Zgrada se nalazi na odličnoj lokaciji, u neposrednoj blizini autobuske stanice, 6te Osnovne škole, kao i mnogih drugih sadržaja. Odlična prometna povezanost, i blizina svih bitnijih sadržaja za ugodan život.Cijena stana sa namještajem : 143 100 KMCijena stana bez namještaja: 137 800 KMhttps://kvart.ba/bs/property/stan-ugljese-uzelca/Agent: AmelaTel: +387 61/220-446Email: amela@kvart.baKvart nekretnine d.o.o. SarajevoJosipa Štadlera 6"
270,"
                                                    Sarajevo - Novi Grad, Zrtava fasizma 1
                                                ",,,,,,,,10,1970-1979,Parket,True,True,True,True,True,,True,,True,True,True,16.03.2023,,True,,,True,True,True,,True,True,"Stanbena jedinica se nalazi u naselju Otoka, Opcina Novi Grad-Sarajevo.

U neposrednoj blizini se nalazi osnovna skola, djeciji vrtic, dom zdravlja, zelena pijaca, trzni centar Merkur kao i drugi sadrzaji..Tramvajska, trolejbuska, autobuska, kombi-bus stajalista - 5-10 min udaljenosti..

Stan ima 76 m2, dva balkona koji ne ulaze u kvadraturu stana (veliki balkon 6m2 i mali 4m2)
Posjeduje 3 sobe: dnevni boravak, velika spavaća soba i dječija soba, trpezarija odvojena od kuhinje, dva wc-a. 
Orijentisan je prema Istoku i Sjeveru.

Nalazi se u stanbenoj zgradi (neboder) na 10. spratu.
Zgrada posjeduje dva velika lifta, uredno i funkciinalno stubiste i odgovorne predstavnike od Kucepazitelja do clanova kucnog savjeta.. Kamera na ulazu u zgradu je povezana na tv kanal..Uredan tavanski prostor takodje na ulazu posjeduje kameru (stanu pripada ostava od oko 5m2). U stubistu na svakom spratu je smetljarnik, rasvjeta automatski se pali.. 

Kontakt tel   061 171 607"
271,"
                                                    Stan Sarajevo - Novo Sarajevo 77m2
                                                ",,,,,,,Zmaja od Bosne,24.5,,Parket,,True,True,True,True,True,True,,True,True,True,13.03.2023,,True,,,,,,,,,"Prodajem trosoban stan na atraktivnoj lokaciji, u centru Sarajeva. Stan je uknjižen 77 m2 + 2 velike terase 24.5 m2. Nalazi se na 8. (osmom) spratu. Zgrada posjeduje lift.Stan se sastoji od: dnevnog boravka, dvije sobe, predsoblja, trpezarije, kuhinje, kupatila, hodnika i dvije terase.Kontakt telefon:062 992 651 ili062 338 000"
272,"
                                                    STAN CIGLANE-MERHEMICA TRG
                                                ",,,,,,,Merhemića Trg 1,,,Parket,,,,,,,,,True,True,True,10.03.2023,,True,,,,,True,True,,True,"Dvosoban stan na Ciglanama, ulica Merhemica Trg 1. Sastoji se od dvije sobe, kuhinje, dnevnog boravka, trpezarije, kupatila, wc-a, ostave, baste i bastanske ostave."
273,"
                                                    Stan Ilidža 48m2
                                                ",,,,,,,Pijacna 94E,4,,,True,True,True,True,True,,True,True,True,True,True,06.03.2023,,True,False,True,,True,,,True,,"Prodaja stana u ulici Pijacna 94E (Nina stan). Stan je polunamjesten. U pitanju su ugradbeni plakari I kuhinja osim frizidera. Stamena jedinica od jednog ulaza ima svoje privatno dvoriste sa rampom I parkingom. U zgradi ima lift I zajednicka prostorija stanara. Stan je u odlicnom stanju,bez potrebe da se renovira. Mozete se javiti na broj 061/564-865"
274,"
                                                    Stan Sarajevo - Grbavica - Novo Sarajevo
                                                ",,,,,,,,,,,True,True,True,True,True,,True,,True,True,True,05.03.2023,,True,,,True,,True,,True,,"Prodaje se prostran trostrano orijentisan dvosoban stan sa ogromnim balkonom koji se prostire oko cijelog stana oko 20m.Stan je površine 67m2 + balkon 20m smješten na sedmom spratu stambene zgrade sa liftom u Grbavičkoj ulici, u neposrednoj blizini pijace „Grbavica“.Stan se sastoji od: dnevnog boravka, spavaće sobe, kuhinje u kombinaciji sa trpezarijom, kupatila, toaleta,špajz (ostava) i predsoblja.Stan je polu adaptiran.LOKACIJA Stan se nalazi na sedmom spratu stambene zgrade sa liftom u ulici Grbavička, naselje Grbavica.Naselje u kojem se nalazi zgrada je jedno od atraktivnijih naselje u glavnom gradu Bosne i Hercegovine. Ovu lokaciju karakteriše neposredna blizina sadržaja potrebnih za ugodan način življenja. U radijusu od 500 metara nalaze se: Shoping centri “SCC” i “Alta”, Vilsonovo šetalište, Osnovna škola “Grbavica 1”, nekoliko srednjih škola, obdanište, supermaketi, banke, pošta i mnogi drugi sadržaji"
275,"
                                                    Stan Sarajevo - Novo Sarajevo Envera Šehovića
                                                ",,,,,,,,,1970-1979,Parket,True,True,True,True,True,,True,,True,True,True,05.03.2023,,True,,,True,,,,True,True,"Stan je povrsine 68 m2 grejne povrsine plus dva balkona i dva hodnika. Po strukturi je dvoiposoban. Sastoji se iz dva hodnika, dnevnog boravka, kuhinje, dvije sobe, dva balkona i kupatila. Posjeduje podrumsku prostoriju. Stan je kompletno renoviran. Ugradbeni americki plakari u hodnicima i spavacoj sobi. Sve informacije na broj telefona 0644238992"
276,"
                                                    Centar /  Dvoetažni stan / 95 m2 /RENOVIRAN
                                                ",,,,,,,Gajev trg,,Prije 1950,Parket,,True,True,True,True,True,,,True,True,True,26.01.2023,Istok,True,,,,,True,,,True,"ON TIME Agencija za nekretnine prodaju dvoetažni stan u Sarajevu, Centar, Gajev trg, 95 m2.
Sadržaj:
Prodaje se nekretnina koja se sastoji od dvije odvojene jedinice uknjižene površine 95 m2, stvarne površine 100 m2 u stambenom objektu starije gradnje bez lifta u samom srcu grada Sarajeva.
Nekretnina se sastoji od dva stana i nalaze se na drugom spratu i potkrovlju stambeno – poslovne zgrade. Stan na drugom Spratu je kompletno renoviran i opremljen novim aparatima i bijelom tehnikom, površine 40 m2, visina stropa 3,40 m. Stan se sastoji od dnevnog boravka, kuhinje, kupatila i predsoblja. U stanu je postavljene vanjska PVC stolarija, a unutrašnja je drvena.
Podni dijelovi su parket u prostorijama, keramičke pločice su u kuhinji, kupatilu i predsoblju.
Stan posjeduje blindirana vrata i interfon, klima uređaj, dva TV aparata. Kuhinja je opremljena i posjeduje električnu ploču, električnu peč, napu, kuhinjske elemente i dupli frižider.
Grijanje je na struju, pomoću električnih konvektora.
U kupatilima se nalazi tuš kabina, sanitarija, mašina za veš i električni bojler.
Stan je dvostrano orijentisan primarna orijentacija je istok, što ga čini svijetlim tokom sunčanih dana.
Stan u potkovnom dijelu površine 49 m2 sa pripadajućim hodnikom 6 m2 i kompletno je renoviran stan sa izmijenjenom kompletnom krovnom konstrukcijom.
 
Lokacija:
Nekretnina se nalazi na drugom spratu i potkrovlju stambenog objekta u ulici Gajev trg, Opština Centar. Lokacija na kojoj se nekretnina nalazi je jedna od najpovoljnijih u gradu, uzevši u obzir dostupnost mnogih relevantnih sadržaja neophodnih u poslovnom, obrazovno-odgojnom, kulturnom, rekreativnom i drugim aspektima svakodnevnog života. Brojni supermarketi, kafići, restorani, tržni centri, pijaca, tržnica samo su neki od objekata koji uveliko olakšavaju život svakodnevnice u ovom dijelu grada.
Blizina trolejbuskih, tramvajskih i taksi stajališta, znatno približava i udaljenije dijelove grada.
 
CIJENA: 530.000 KM
 
 
https://ontime.ba/nekretnine/stanovi/centar/dvoetazni-stan-centar-gajev-trg-95-m2/
 
 
 
Sve informacije možete dobiti na slijedeće brojeve telefona:
+387 61 758 287 +387 62 215 807
ON TIME Agencija za nekretnine Džemala Bijedića 160 E 71000 Sarajevo
https://ontime.ba
 
NAPOMENA:Navedena tražena cijena predstavlja preporučenu cijenu za predmetnu nekretninu. Vlasnik nekretnine zadržava pravo da u svakom trenutku do pismenog zaključenja Rezervacije, Predugovora, Ugovora o zakupu ili Ugovora o kupoprodaji nekretnine prihvati cijenu koja može biti niža, ista ili viša od preporučene, ponuđenu od strane kupca/zakupca kojeg vlasnik odabere uz posredovanje agencije.
 "
